Date,Total Energy Use from Electricity (MW)
24-Jul-04,16283
24-Jul-04,16364
24-Jul-04,16542
24-Jul-04,16343
24-Jul-04,15960
24-Jul-04,15659
24-Jul-04,16221
24-Jul-04,15511
24-Jul-04,14563
24-Jul-04,13717
25-Jul-04,13215
25-Jul-04,12788
25-Jul-04,12672
25-Jul-04,12570
25-Jul-04,12586
25-Jul-04,12629
25-Jul-04,13007
25-Jul-04,13917
25-Jul-04,14740
25-Jul-04,15342
25-Jul-04,15704
25-Jul-04,15861
25-Jul-04,15949
25-Jul-04,16005
25-Jul-04,16073
25-Jul-04,16338
25-Jul-04,16500
25-Jul-04,16262
25-Jul-04,16076
25-Jul-04,16075
25-Jul-04,16623
25-Jul-04,16162
25-Jul-04,14949
25-Jul-04,14054
26-Jul-04,13557
26-Jul-04,13298
26-Jul-04,13137
26-Jul-04,13199
26-Jul-04,13612
26-Jul-04,14405
26-Jul-04,15917
26-Jul-04,17128
26-Jul-04,18076
26-Jul-04,18722
26-Jul-04,19005
26-Jul-04,19111
26-Jul-04,19299
26-Jul-04,19240
26-Jul-04,19154
26-Jul-04,18973
26-Jul-04,18866
26-Jul-04,18442
26-Jul-04,17946
26-Jul-04,17832
26-Jul-04,18114
26-Jul-04,17224
26-Jul-04,15840
26-Jul-04,14832
27-Jul-04,14142
27-Jul-04,13764
27-Jul-04,13680
27-Jul-04,13506
27-Jul-04,13936
27-Jul-04,15073
27-Jul-04,16361
27-Jul-04,17557
27-Jul-04,18337
27-Jul-04,18667
27-Jul-04,18909
27-Jul-04,19066
27-Jul-04,19135
27-Jul-04,18914
27-Jul-04,18894
27-Jul-04,19071
27-Jul-04,19081
27-Jul-04,18584
27-Jul-04,18193
27-Jul-04,18216
27-Jul-04,18190
27-Jul-04,17235
27-Jul-04,15909
27-Jul-04,14883
28-Jul-04,14242
28-Jul-04,13963
28-Jul-04,13763
28-Jul-04,13757
28-Jul-04,14120
28-Jul-04,15111
28-Jul-04,16516
28-Jul-04,17674
28-Jul-04,18352
28-Jul-04,18919
28-Jul-04,19367
28-Jul-04,19497
28-Jul-04,19678
28-Jul-04,19704
28-Jul-04,19799
28-Jul-04,19810
28-Jul-04,20069
28-Jul-04,19779
28-Jul-04,19200
28-Jul-04,18852
28-Jul-04,19276
28-Jul-04,18371
28-Jul-04,16842
28-Jul-04,15532
29-Jul-04,14858
29-Jul-04,14283
29-Jul-04,14108
29-Jul-04,13991
29-Jul-04,14365
29-Jul-04,15055
29-Jul-04,16495
29-Jul-04,18043
29-Jul-04,19103
29-Jul-04,20042
29-Jul-04,20729
29-Jul-04,21077
29-Jul-04,21437
29-Jul-04,21560
29-Jul-04,21601
29-Jul-04,21790
29-Jul-04,21629
29-Jul-04,21032
29-Jul-04,20490
29-Jul-04,20097
29-Jul-04,20129
29-Jul-04,19233
29-Jul-04,17722
29-Jul-04,16609
30-Jul-04,15712
30-Jul-04,15126
30-Jul-04,14836
30-Jul-04,14623
30-Jul-04,14782
30-Jul-04,15648
30-Jul-04,17163
30-Jul-04,18641
30-Jul-04,19874
30-Jul-04,20882
30-Jul-04,21265
30-Jul-04,21411
30-Jul-04,21572
30-Jul-04,21487
30-Jul-04,21105
30-Jul-04,20846
30-Jul-04,20709
30-Jul-04,20175
30-Jul-04,19843
30-Jul-04,19552
30-Jul-04,19625
30-Jul-04,18741
30-Jul-04,17325
30-Jul-04,15904
31-Jul-04,15277
31-Jul-04,14720
31-Jul-04,14316
31-Jul-04,14293
31-Jul-04,14354
31-Jul-04,14596
31-Jul-04,15189
31-Jul-04,16245
31-Jul-04,17166
31-Jul-04,17978
31-Jul-04,18404
31-Jul-04,18735
31-Jul-04,18939
31-Jul-04,19103
31-Jul-04,19231
31-Jul-04,19416
31-Jul-04,19547
31-Jul-04,19418
31-Jul-04,18944
31-Jul-04,18374
31-Jul-04,18583
31-Jul-04,17945
31-Jul-04,16783
31-Jul-04,15692
01-Aug-04,14949
01-Aug-04,14207
01-Aug-04,13768
01-Aug-04,13344
01-Aug-04,13202
01-Aug-04,13232
01-Aug-04,13669
01-Aug-04,14850
01-Aug-04,16042
01-Aug-04,16850
01-Aug-04,17415
01-Aug-04,17731
01-Aug-04,17935
01-Aug-04,17927
01-Aug-04,17972
01-Aug-04,18342
01-Aug-04,18556
01-Aug-04,18406
01-Aug-04,18020
01-Aug-04,17706
01-Aug-04,18057
01-Aug-04,17219
01-Aug-04,16156
01-Aug-04,15129
02-Aug-04,14303
02-Aug-04,13828
02-Aug-04,13491
02-Aug-04,13307
02-Aug-04,13437
02-Aug-04,13593
02-Aug-04,14224
02-Aug-04,15517
02-Aug-04,16904
02-Aug-04,18174
02-Aug-04,19104
02-Aug-04,19690
02-Aug-04,19839
02-Aug-04,19846
02-Aug-04,20136
02-Aug-04,20439
02-Aug-04,20692
02-Aug-04,20470
02-Aug-04,19800
02-Aug-04,19692
02-Aug-04,19950
02-Aug-04,19005
02-Aug-04,17473
02-Aug-04,16364
03-Aug-04,15631
03-Aug-04,15079
03-Aug-04,14687
03-Aug-04,14387
03-Aug-04,14733
03-Aug-04,15829
03-Aug-04,17172
03-Aug-04,18695
03-Aug-04,19761
03-Aug-04,20876
03-Aug-04,21867
03-Aug-04,22282
03-Aug-04,22482
03-Aug-04,22682
03-Aug-04,22915
03-Aug-04,23138
03-Aug-04,23159
03-Aug-04,22664
03-Aug-04,21810
03-Aug-04,21211
03-Aug-04,21135
03-Aug-04,19820
03-Aug-04,18018
03-Aug-04,16665
04-Aug-04,15740
04-Aug-04,15228
04-Aug-04,14752
04-Aug-04,14634
04-Aug-04,14957
04-Aug-04,15974
04-Aug-04,17431
04-Aug-04,18574
04-Aug-04,19177
04-Aug-04,19717
04-Aug-04,19704
04-Aug-04,19967
04-Aug-04,19883
04-Aug-04,19715
04-Aug-04,19683
04-Aug-04,19915
04-Aug-04,20050
04-Aug-04,19682
04-Aug-04,19168
04-Aug-04,18906
04-Aug-04,19219
04-Aug-04,18039
04-Aug-04,16461
04-Aug-04,15342
05-Aug-04,14595
05-Aug-04,14205
05-Aug-04,13901
05-Aug-04,13714
05-Aug-04,14068
05-Aug-04,14834
05-Aug-04,16109
05-Aug-04,17408
05-Aug-04,18005
05-Aug-04,18647
05-Aug-04,19018
05-Aug-04,19028
05-Aug-04,19136
05-Aug-04,19038
05-Aug-04,18884
05-Aug-04,18895
05-Aug-04,18687
05-Aug-04,18167
05-Aug-04,17621
05-Aug-04,17628
05-Aug-04,17875
05-Aug-04,16955
05-Aug-04,15672
05-Aug-04,14700
06-Aug-04,14084
06-Aug-04,13565
06-Aug-04,13367
06-Aug-04,13472
06-Aug-04,13868
06-Aug-04,14547
06-Aug-04,15862
06-Aug-04,17179
06-Aug-04,17910
06-Aug-04,18430
06-Aug-04,18728
06-Aug-04,18722
06-Aug-04,18570
06-Aug-04,18495
06-Aug-04,18308
06-Aug-04,18216
06-Aug-04,17993
06-Aug-04,17676
06-Aug-04,17214
06-Aug-04,17091
06-Aug-04,17302
06-Aug-04,16272
06-Aug-04,15156
06-Aug-04,14033
07-Aug-04,13436
07-Aug-04,13034
07-Aug-04,12766
07-Aug-04,12770
07-Aug-04,12793
07-Aug-04,13042
07-Aug-04,13686
07-Aug-04,14818
07-Aug-04,15877
07-Aug-04,16353
07-Aug-04,16582
07-Aug-04,16604
07-Aug-04,16463
07-Aug-04,16174
07-Aug-04,16036
07-Aug-04,16075
07-Aug-04,16191
07-Aug-04,15878
07-Aug-04,15521
07-Aug-04,15604
07-Aug-04,16137
07-Aug-04,15534
07-Aug-04,14540
07-Aug-04,13600
08-Aug-04,12978
08-Aug-04,12660
08-Aug-04,12423
08-Aug-04,12237
08-Aug-04,12296
08-Aug-04,12377
08-Aug-04,12727
08-Aug-04,13721
08-Aug-04,14759
08-Aug-04,15528
08-Aug-04,16178
08-Aug-04,16585
08-Aug-04,16749
08-Aug-04,16557
08-Aug-04,16679
08-Aug-04,16779
08-Aug-04,17029
08-Aug-04,16976
08-Aug-04,16631
08-Aug-04,16902
08-Aug-04,17357
08-Aug-04,16565
08-Aug-04,15374
08-Aug-04,14498
09-Aug-04,13885
09-Aug-04,13622
09-Aug-04,13435
09-Aug-04,13497
09-Aug-04,13935
09-Aug-04,14841
09-Aug-04,16285
09-Aug-04,17983
09-Aug-04,19044
09-Aug-04,19836
09-Aug-04,20257
09-Aug-04,20408
09-Aug-04,20756
09-Aug-04,20760
09-Aug-04,20712
09-Aug-04,20738
09-Aug-04,20578
09-Aug-04,20152
09-Aug-04,19553
09-Aug-04,19442
09-Aug-04,19605
09-Aug-04,18377
09-Aug-04,16787
09-Aug-04,15543
10-Aug-04,14923
10-Aug-04,14544
10-Aug-04,14222
10-Aug-04,14212
10-Aug-04,14719
10-Aug-04,15798
10-Aug-04,17206
10-Aug-04,18656
10-Aug-04,19507
10-Aug-04,20231
10-Aug-04,20731
10-Aug-04,21016
10-Aug-04,21171
10-Aug-04,21085
10-Aug-04,20978
10-Aug-04,20905
10-Aug-04,20771
10-Aug-04,20203
10-Aug-04,19518
10-Aug-04,19436
10-Aug-04,19368
10-Aug-04,18172
10-Aug-04,16716
10-Aug-04,15561
11-Aug-04,14907
11-Aug-04,14381
11-Aug-04,14131
11-Aug-04,14024
11-Aug-04,14501
11-Aug-04,15532
11-Aug-04,16782
11-Aug-04,17824
11-Aug-04,18496
11-Aug-04,19111
11-Aug-04,19501
11-Aug-04,19528
11-Aug-04,19750
11-Aug-04,19999
11-Aug-04,19685
11-Aug-04,19772
11-Aug-04,19632
11-Aug-04,19156
11-Aug-04,18616
11-Aug-04,18525
11-Aug-04,18528
11-Aug-04,17361
11-Aug-04,16115
11-Aug-04,14990
12-Aug-04,14463
12-Aug-04,14018
12-Aug-04,13833
12-Aug-04,13765
12-Aug-04,14063
12-Aug-04,14968
12-Aug-04,16296
12-Aug-04,17434
12-Aug-04,18124
12-Aug-04,18830
12-Aug-04,19083
12-Aug-04,19015
12-Aug-04,19159
12-Aug-04,18966
12-Aug-04,18924
12-Aug-04,19016
12-Aug-04,18859
12-Aug-04,18686
12-Aug-04,18135
12-Aug-04,18254
12-Aug-04,18523
12-Aug-04,17542
12-Aug-04,16122
12-Aug-04,15038
13-Aug-04,14266
13-Aug-04,13892
13-Aug-04,13686
13-Aug-04,13640
13-Aug-04,14035
13-Aug-04,15012
13-Aug-04,16222
13-Aug-04,17523
13-Aug-04,18288
13-Aug-04,18845
13-Aug-04,19062
13-Aug-04,18925
13-Aug-04,18868
13-Aug-04,18493
13-Aug-04,18336
13-Aug-04,18178
13-Aug-04,18048
13-Aug-04,17658
13-Aug-04,17287
13-Aug-04,17397
13-Aug-04,17425
13-Aug-04,16386
13-Aug-04,15197
13-Aug-04,14206
14-Aug-04,13587
14-Aug-04,13130
14-Aug-04,12984
14-Aug-04,12825
14-Aug-04,12922
14-Aug-04,13213
14-Aug-04,13937
14-Aug-04,15071
14-Aug-04,15980
14-Aug-04,16603
14-Aug-04,17100
14-Aug-04,16978
14-Aug-04,16930
14-Aug-04,16716
14-Aug-04,16504
14-Aug-04,16534
14-Aug-04,16671
14-Aug-04,16316
14-Aug-04,15861
14-Aug-04,15941
14-Aug-04,16349
14-Aug-04,15618
14-Aug-04,14728
14-Aug-04,13901
15-Aug-04,13230
15-Aug-04,12884
15-Aug-04,12618
15-Aug-04,12466
15-Aug-04,12517
15-Aug-04,12534
15-Aug-04,12812
15-Aug-04,13880
15-Aug-04,14915
15-Aug-04,15658
15-Aug-04,16220
15-Aug-04,16479
15-Aug-04,16352
15-Aug-04,16132
15-Aug-04,16084
15-Aug-04,16326
15-Aug-04,16665
15-Aug-04,16392
15-Aug-04,16128
15-Aug-04,16537
15-Aug-04,16946
15-Aug-04,15946
15-Aug-04,14928
15-Aug-04,14119
16-Aug-04,13652
16-Aug-04,13376
16-Aug-04,13226
16-Aug-04,13286
16-Aug-04,13760
16-Aug-04,14647
16-Aug-04,16089
16-Aug-04,17545
16-Aug-04,18489
16-Aug-04,19312
16-Aug-04,19714
16-Aug-04,19832
16-Aug-04,20066
16-Aug-04,20110
16-Aug-04,20127
16-Aug-04,20115
16-Aug-04,19989
16-Aug-04,19504
16-Aug-04,18890
16-Aug-04,19085
16-Aug-04,19114
16-Aug-04,17721
16-Aug-04,16284
16-Aug-04,15209
17-Aug-04,14524
17-Aug-04,14068
17-Aug-04,13860
17-Aug-04,13659
17-Aug-04,13986
17-Aug-04,14903
17-Aug-04,16194
17-Aug-04,17470
17-Aug-04,18308
17-Aug-04,19007
17-Aug-04,19484
17-Aug-04,19570
17-Aug-04,19786
17-Aug-04,19876
17-Aug-04,19905
17-Aug-04,19905
17-Aug-04,19834
17-Aug-04,19420
17-Aug-04,18918
17-Aug-04,19168
17-Aug-04,18784
17-Aug-04,17767
17-Aug-04,16448
17-Aug-04,15421
18-Aug-04,14803
18-Aug-04,14456
18-Aug-04,14114
18-Aug-04,14158
18-Aug-04,14540
18-Aug-04,15467
18-Aug-04,16617
18-Aug-04,18009
18-Aug-04,18785
18-Aug-04,19463
18-Aug-04,19819
18-Aug-04,19955
18-Aug-04,20234
18-Aug-04,20385
18-Aug-04,20467
18-Aug-04,20570
18-Aug-04,20377
18-Aug-04,19924
18-Aug-04,19657
18-Aug-04,20016
18-Aug-04,19727
18-Aug-04,18518
18-Aug-04,16998
18-Aug-04,15958
19-Aug-04,15143
19-Aug-04,14879
19-Aug-04,14466
19-Aug-04,14535
19-Aug-04,14990
19-Aug-04,16089
19-Aug-04,17211
19-Aug-04,18295
19-Aug-04,18709
19-Aug-04,19154
19-Aug-04,19284
19-Aug-04,19492
19-Aug-04,19808
19-Aug-04,19715
19-Aug-04,19786
19-Aug-04,19844
19-Aug-04,19752
19-Aug-04,19268
19-Aug-04,18624
19-Aug-04,18685
19-Aug-04,18534
19-Aug-04,17326
19-Aug-04,15907
19-Aug-04,14865
20-Aug-04,14286
20-Aug-04,13930
20-Aug-04,13604
20-Aug-04,13571
20-Aug-04,14018
20-Aug-04,14917
20-Aug-04,16215
20-Aug-04,17440
20-Aug-04,18219
20-Aug-04,18762
20-Aug-04,18971
20-Aug-04,18950
20-Aug-04,18816
20-Aug-04,18587
20-Aug-04,18340
20-Aug-04,18101
20-Aug-04,17962
20-Aug-04,17719
20-Aug-04,17334
20-Aug-04,17677
20-Aug-04,17468
20-Aug-04,16435
20-Aug-04,15251
20-Aug-04,14257
21-Aug-04,13661
21-Aug-04,13267
21-Aug-04,13032
21-Aug-04,12868
21-Aug-04,12987
21-Aug-04,13280
21-Aug-04,13812
21-Aug-04,14909
21-Aug-04,15736
21-Aug-04,16295
21-Aug-04,16626
21-Aug-04,16422
21-Aug-04,16344
21-Aug-04,16121
21-Aug-04,15979
21-Aug-04,15951
21-Aug-04,16082
21-Aug-04,15942
21-Aug-04,15488
21-Aug-04,15820
21-Aug-04,15888
21-Aug-04,15133
21-Aug-04,14232
21-Aug-04,13413
22-Aug-04,12901
22-Aug-04,12553
22-Aug-04,12377
22-Aug-04,12223
22-Aug-04,12325
22-Aug-04,12355
22-Aug-04,12872
22-Aug-04,13686
22-Aug-04,14686
22-Aug-04,15311
22-Aug-04,15761
22-Aug-04,15977
22-Aug-04,15849
22-Aug-04,15807
22-Aug-04,15918
22-Aug-04,16086
22-Aug-04,16290
22-Aug-04,16071
22-Aug-04,15823
22-Aug-04,16359
22-Aug-04,16492
22-Aug-04,15644
22-Aug-04,14760
22-Aug-04,13998
23-Aug-04,13588
23-Aug-04,13387
23-Aug-04,13353
23-Aug-04,13521
23-Aug-04,14017
23-Aug-04,15125
23-Aug-04,16630
23-Aug-04,18084
23-Aug-04,19140
23-Aug-04,19616
23-Aug-04,20017
23-Aug-04,20257
23-Aug-04,20456
23-Aug-04,20529
23-Aug-04,20392
23-Aug-04,20392
23-Aug-04,20165
23-Aug-04,19522
23-Aug-04,18817
23-Aug-04,19047
23-Aug-04,18797
23-Aug-04,17416
23-Aug-04,15812
23-Aug-04,14750
24-Aug-04,14094
24-Aug-04,13858
24-Aug-04,13663
24-Aug-04,13629
24-Aug-04,13955
24-Aug-04,14910
24-Aug-04,16240
24-Aug-04,17544
24-Aug-04,18259
24-Aug-04,18669
24-Aug-04,19051
24-Aug-04,19184
24-Aug-04,19315
24-Aug-04,19428
24-Aug-04,19368
24-Aug-04,19713
24-Aug-04,19584
24-Aug-04,18856
24-Aug-04,18287
24-Aug-04,18739
24-Aug-04,18487
24-Aug-04,17242
24-Aug-04,15788
24-Aug-04,14871
25-Aug-04,14257
25-Aug-04,13873
25-Aug-04,13746
25-Aug-04,13788
25-Aug-04,14136
25-Aug-04,15388
25-Aug-04,16824
25-Aug-04,18261
25-Aug-04,18973
25-Aug-04,19884
25-Aug-04,20479
25-Aug-04,20865
25-Aug-04,21262
25-Aug-04,21632
25-Aug-04,21807
25-Aug-04,21963
25-Aug-04,21888
25-Aug-04,21529
25-Aug-04,21060
25-Aug-04,21589
25-Aug-04,21421
25-Aug-04,20101
25-Aug-04,18276
25-Aug-04,17111
26-Aug-04,16236
26-Aug-04,15701
26-Aug-04,15339
26-Aug-04,15147
26-Aug-04,15575
26-Aug-04,16779
26-Aug-04,18111
26-Aug-04,19454
26-Aug-04,20459
26-Aug-04,21157
26-Aug-04,21452
26-Aug-04,21570
26-Aug-04,21814
26-Aug-04,21683
26-Aug-04,21613
26-Aug-04,21549
26-Aug-04,21395
26-Aug-04,21031
26-Aug-04,20705
26-Aug-04,21094
26-Aug-04,20743
26-Aug-04,19321
26-Aug-04,17752
26-Aug-04,16579
27-Aug-04,15856
27-Aug-04,15485
27-Aug-04,15214
27-Aug-04,15000
27-Aug-04,15446
27-Aug-04,16610
27-Aug-04,18139
27-Aug-04,19707
27-Aug-04,20771
27-Aug-04,21484
27-Aug-04,22094
27-Aug-04,22152
27-Aug-04,22311
27-Aug-04,22134
27-Aug-04,22349
27-Aug-04,22613
27-Aug-04,22364
27-Aug-04,21974
27-Aug-04,21620
27-Aug-04,21620
27-Aug-04,21328
27-Aug-04,20062
27-Aug-04,18467
27-Aug-04,17149
28-Aug-04,16287
28-Aug-04,15681
28-Aug-04,15233
28-Aug-04,14959
28-Aug-04,14943
28-Aug-04,15306
28-Aug-04,15781
28-Aug-04,17061
28-Aug-04,18321
28-Aug-04,19302
28-Aug-04,19945
28-Aug-04,20108
28-Aug-04,19927
28-Aug-04,19702
28-Aug-04,19393
28-Aug-04,19608
28-Aug-04,19645
28-Aug-04,19191
28-Aug-04,18833
28-Aug-04,18936
28-Aug-04,18496
28-Aug-04,17469
28-Aug-04,16253
28-Aug-04,15232
29-Aug-04,14618
29-Aug-04,14156
29-Aug-04,13822
29-Aug-04,13634
29-Aug-04,13612
29-Aug-04,13797
29-Aug-04,14177
29-Aug-04,15062
29-Aug-04,16009
29-Aug-04,16923
29-Aug-04,17435
29-Aug-04,17583
29-Aug-04,17441
29-Aug-04,17372
29-Aug-04,17392
29-Aug-04,17378
29-Aug-04,17475
29-Aug-04,17237
29-Aug-04,17120
29-Aug-04,17574
29-Aug-04,17276
29-Aug-04,16326
29-Aug-04,15086
29-Aug-04,14554
30-Aug-04,14043
30-Aug-04,13749
30-Aug-04,13591
30-Aug-04,13681
30-Aug-04,14126
30-Aug-04,15256
30-Aug-04,16690
30-Aug-04,17985
30-Aug-04,18764
30-Aug-04,19266
30-Aug-04,19446
30-Aug-04,19586
30-Aug-04,19671
30-Aug-04,19608
30-Aug-04,19477
30-Aug-04,19582
30-Aug-04,19543
30-Aug-04,19148
30-Aug-04,18863
30-Aug-04,19438
30-Aug-04,18871
30-Aug-04,17620
30-Aug-04,16094
30-Aug-04,15055
31-Aug-04,14439
31-Aug-04,14096
31-Aug-04,13803
31-Aug-04,13774
31-Aug-04,14301
31-Aug-04,15184
31-Aug-04,16493
31-Aug-04,17703
31-Aug-04,18560
31-Aug-04,19373
31-Aug-04,19885
31-Aug-04,20069
31-Aug-04,20325
31-Aug-04,20259
31-Aug-04,20353
31-Aug-04,20407
31-Aug-04,20344
31-Aug-04,19904
31-Aug-04,19357
31-Aug-04,19944
31-Aug-04,19381
31-Aug-04,17863
31-Aug-04,16523
31-Aug-04,15414
01-Sep-04,14666
01-Sep-04,14243
01-Sep-04,13870
01-Sep-04,13991
01-Sep-04,14320
01-Sep-04,15478
01-Sep-04,16753
01-Sep-04,17864
01-Sep-04,18613
01-Sep-04,19379
01-Sep-04,19786
01-Sep-04,19912
01-Sep-04,19960
01-Sep-04,20025
01-Sep-04,20261
01-Sep-04,20394
01-Sep-04,20354
01-Sep-04,19750
01-Sep-04,19128
01-Sep-04,19650
01-Sep-04,19115
01-Sep-04,17830
01-Sep-04,16367
01-Sep-04,15252
02-Sep-04,14545
02-Sep-04,14210
02-Sep-04,14051
02-Sep-04,14076
02-Sep-04,14419
02-Sep-04,15358
02-Sep-04,16717
02-Sep-04,17984
02-Sep-04,18783
02-Sep-04,19346
02-Sep-04,19659
02-Sep-04,19826
02-Sep-04,20071
02-Sep-04,20070
02-Sep-04,20245
02-Sep-04,20334
02-Sep-04,20224
02-Sep-04,19851
02-Sep-04,19406
02-Sep-04,19870
02-Sep-04,19425
02-Sep-04,18112
02-Sep-04,16600
02-Sep-04,15442
03-Sep-04,14738
03-Sep-04,14362
03-Sep-04,14050
03-Sep-04,14024
03-Sep-04,14286
03-Sep-04,15248
03-Sep-04,16528
03-Sep-04,17847
03-Sep-04,19050
03-Sep-04,20092
03-Sep-04,20728
03-Sep-04,21061
03-Sep-04,21448
03-Sep-04,21467
03-Sep-04,21383
03-Sep-04,21447
03-Sep-04,21422
03-Sep-04,20679
03-Sep-04,20219
03-Sep-04,20598
03-Sep-04,20019
03-Sep-04,18659
03-Sep-04,17177
03-Sep-04,15917
04-Sep-04,15069
04-Sep-04,14545
04-Sep-04,14097
04-Sep-04,13883
04-Sep-04,13990
04-Sep-04,14334
04-Sep-04,14696
04-Sep-04,15985
04-Sep-04,17371
04-Sep-04,18471
04-Sep-04,19186
04-Sep-04,19555
04-Sep-04,19600
04-Sep-04,19566
04-Sep-04,19623
04-Sep-04,19653
04-Sep-04,19620
04-Sep-04,19186
04-Sep-04,18708
04-Sep-04,18946
04-Sep-04,18348
04-Sep-04,17299
04-Sep-04,16171
04-Sep-04,15171
05-Sep-04,14460
05-Sep-04,13982
05-Sep-04,13615
05-Sep-04,13433
05-Sep-04,13452
05-Sep-04,13649
05-Sep-04,13900
05-Sep-04,14892
05-Sep-04,15993
05-Sep-04,16689
05-Sep-04,17271
05-Sep-04,17748
05-Sep-04,18136
05-Sep-04,18279
05-Sep-04,18391
05-Sep-04,18683
05-Sep-04,18726
05-Sep-04,18256
05-Sep-04,17808
05-Sep-04,18245
05-Sep-04,17852
05-Sep-04,16942
05-Sep-04,15964
05-Sep-04,15037
06-Sep-04,14294
06-Sep-04,13863
06-Sep-04,13595
06-Sep-04,13318
06-Sep-04,13202
06-Sep-04,13524
06-Sep-04,13857
06-Sep-04,14676
06-Sep-04,15830
06-Sep-04,16764
06-Sep-04,17501
06-Sep-04,17786
06-Sep-04,17946
06-Sep-04,18008
06-Sep-04,18104
06-Sep-04,18583
06-Sep-04,18851
06-Sep-04,18589
06-Sep-04,18405
06-Sep-04,18929
06-Sep-04,18508
06-Sep-04,17238
06-Sep-04,15958
06-Sep-04,15082
07-Sep-04,14473
07-Sep-04,14208
07-Sep-04,14094
07-Sep-04,14117
07-Sep-04,14672
07-Sep-04,16196
07-Sep-04,18182
07-Sep-04,19338
07-Sep-04,19811
07-Sep-04,20207
07-Sep-04,20398
07-Sep-04,20334
07-Sep-04,20469
07-Sep-04,20496
07-Sep-04,20715
07-Sep-04,21021
07-Sep-04,21067
07-Sep-04,20566
07-Sep-04,20059
07-Sep-04,20508
07-Sep-04,19747
07-Sep-04,18232
07-Sep-04,16664
07-Sep-04,15547
08-Sep-04,14768
08-Sep-04,14363
08-Sep-04,14161
08-Sep-04,14158
08-Sep-04,14457
08-Sep-04,15578
08-Sep-04,17185
08-Sep-04,18068
08-Sep-04,18449
08-Sep-04,19033
08-Sep-04,19264
08-Sep-04,19273
08-Sep-04,19292
08-Sep-04,19227
08-Sep-04,19204
08-Sep-04,19489
08-Sep-04,19543
08-Sep-04,19195
08-Sep-04,19250
08-Sep-04,19425
08-Sep-04,18610
08-Sep-04,17279
08-Sep-04,15715
08-Sep-04,14808
09-Sep-04,14327
09-Sep-04,13983
09-Sep-04,13825
09-Sep-04,13971
09-Sep-04,14330
09-Sep-04,15551
09-Sep-04,17328
09-Sep-04,18202
09-Sep-04,18478
09-Sep-04,18866
09-Sep-04,19024
09-Sep-04,18972
09-Sep-04,19037
09-Sep-04,19109
09-Sep-04,19181
09-Sep-04,19493
09-Sep-04,19477
09-Sep-04,18999
09-Sep-04,18957
09-Sep-04,19390
09-Sep-04,18665
09-Sep-04,17301
09-Sep-04,15955
09-Sep-04,14824
10-Sep-04,14260
10-Sep-04,13958
10-Sep-04,13821
10-Sep-04,13747
10-Sep-04,14196
10-Sep-04,15619
10-Sep-04,17136
10-Sep-04,18043
10-Sep-04,18512
10-Sep-04,18999
10-Sep-04,19344
10-Sep-04,19347
10-Sep-04,19263
10-Sep-04,19296
10-Sep-04,19230
10-Sep-04,19480
10-Sep-04,19433
10-Sep-04,18937
10-Sep-04,18630
10-Sep-04,19218
10-Sep-04,18426
10-Sep-04,17085
10-Sep-04,15672
10-Sep-04,14489
11-Sep-04,13516
11-Sep-04,13354
11-Sep-04,13103
11-Sep-04,13038
11-Sep-04,13094
11-Sep-04,13566
11-Sep-04,14291
11-Sep-04,15407
11-Sep-04,16372
11-Sep-04,17075
11-Sep-04,17306
11-Sep-04,17310
11-Sep-04,17476
11-Sep-04,17415
11-Sep-04,17436
11-Sep-04,17534
11-Sep-04,17541
11-Sep-04,17196
11-Sep-04,17048
11-Sep-04,17481
11-Sep-04,16915
11-Sep-04,16112
11-Sep-04,15089
11-Sep-04,14186
12-Sep-04,13473
12-Sep-04,13087
12-Sep-04,12811
12-Sep-04,12658
12-Sep-04,12776
12-Sep-04,13002
12-Sep-04,13409
12-Sep-04,14309
12-Sep-04,15508
12-Sep-04,16296
12-Sep-04,16860
12-Sep-04,17313
12-Sep-04,17547
12-Sep-04,17631
12-Sep-04,17798
12-Sep-04,18035
12-Sep-04,18249
12-Sep-04,18097
12-Sep-04,18255
12-Sep-04,18881
12-Sep-04,18229
12-Sep-04,16971
12-Sep-04,15730
12-Sep-04,14737
13-Sep-04,14172
13-Sep-04,13864
13-Sep-04,13728
13-Sep-04,13795
13-Sep-04,14335
13-Sep-04,15594
13-Sep-04,17367
13-Sep-04,18376
13-Sep-04,19096
13-Sep-04,19603
13-Sep-04,19800
13-Sep-04,19974
13-Sep-04,20219
13-Sep-04,20124
13-Sep-04,20292
13-Sep-04,20672
13-Sep-04,20674
13-Sep-04,20156
13-Sep-04,19763
13-Sep-04,20055
13-Sep-04,19078
13-Sep-04,17500
13-Sep-04,15832
13-Sep-04,14802
14-Sep-04,14271
14-Sep-04,13942
14-Sep-04,13624
14-Sep-04,13601
14-Sep-04,14022
14-Sep-04,15312
14-Sep-04,17103
14-Sep-04,18232
14-Sep-04,18784
14-Sep-04,19605
14-Sep-04,20052
14-Sep-04,20240
14-Sep-04,20563
14-Sep-04,20635
14-Sep-04,20628
14-Sep-04,20850
14-Sep-04,20696
14-Sep-04,20246
14-Sep-04,20122
14-Sep-04,20706
14-Sep-04,19826
14-Sep-04,18244
14-Sep-04,16941
14-Sep-04,15635
15-Sep-04,14908
15-Sep-04,14739
15-Sep-04,14383
15-Sep-04,14267
15-Sep-04,14688
15-Sep-04,16203
15-Sep-04,17942
15-Sep-04,18947
15-Sep-04,19553
15-Sep-04,20282
15-Sep-04,20722
15-Sep-04,20972
